DS_Name;T;N;p;k;Bin;Cost;SDratio;correl;cancor1;cancor2;fract1;fract2;skewness;kurtosis;Hc;Hx;MCx;EnAtr;NSRatio;Alg_Name;outcome
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;0.0;3.893
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;1.0;5.45
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;2.0;1.791
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;3.0;1.557
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;4.0;3.114
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;5.0;1.868
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;6.0;1.09
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;7.0;0.0
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;8.0;67.655
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;9.0;1.324
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;10.0;5.683
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;11.0;24.057
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;12.0;0.779
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;13.0;0.779
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;14.0;0.467
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;15.0;1.635
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;16.0;3.893
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;17.0;67.655
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;18.0;5.138
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;19.0;0.779
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;20.0;3.893
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;21.0;5.9170000000000025
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;22.0;1.09
0.0;690;690;14;2;4;0;12.623;0.1024;0.7713;?;1.0;?;19.701;125.538;0.9912;23.012;0.113;877.168;193.646;23.0;2.102
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;0.0;9.035
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;1.0;9.939
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;2.0;2.7110000000000003
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;3.0;20.781
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;4.0;7.228
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;5.0;1.807
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;6.0;885.438
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;7.0;2.7110000000000003
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;8.0;885.438
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;9.0;24.395
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;10.0;10.842
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;11.0;27.105
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;12.0;0.0
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;13.0;11.746
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;14.0;23.491
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;15.0;4.518
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;16.0;9.939
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;17.0;20.781
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;18.0;18.07
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;19.0;9.035
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;20.0;11.746
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;21.0;27.105
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;22.0;9.939
1.0;16000;20000;7;2;0;0;10.975;0.1146;0.6109;?;1.0;?;61.012;931.399;0.2893;27.416;0.0495;584.444;543.859;23.0;0.0
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;0.0;12.819
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;1.0;17.397000000000002
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;2.0;5.0360000000000005
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;3.0;25.637
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;4.0;10.987
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;5.0;15.566
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;6.0;12.819
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;7.0;10.53
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;8.0;455.064
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;9.0;18.77
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;10.0;11.903
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;11.0;162.981
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;12.0;5.494
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;13.0;8.698
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;14.0;27.011
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;15.0;12.819
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;16.0;24.264
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;17.0;22.891
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;18.0;21.975
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;19.0;0.458
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;20.0;9.614
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;21.0;21.059
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;22.0;12.819
2.0;1250;2500;28;2;0;0;15.124;0.3503;0.8869;?;1.0;?;0.4334;26.581;0.9453;54.853;0.3172;298.014;162.929;23.0;0.0
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;0.0;13.84
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;1.0;1.432
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;2.0;4.295
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;3.0;20.521
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;4.0;0.0
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;5.0;0.954
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;6.0;460.999
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;7.0;5.249
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;8.0;460.999
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;9.0;12.885
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;10.0;3.818
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;11.0;12.408
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;12.0;5.249
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;13.0;7.636
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;14.0;22.907
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;15.0;2.863
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;16.0;0.954
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;17.0;7.636
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;18.0;3.341
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;19.0;5.727
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;20.0;2.386
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;21.0;25.77
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;22.0;4.772
3.0;7480;18700;20;2;0;0;1.032;0.2178;0.55;?;1.0;?;0.9012;35.214;0.3256;46.908;0.0292;160.644;159.644;23.0;6.204
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;0.0;76.475
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;1.0;86.162
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;2.0;467.007
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;3.0;122.36
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;4.0;40.787
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;5.0;46.395
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;6.0;467.007
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;7.0;81.57300000000002
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;8.0;467.007
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;9.0;47.924
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;10.0;33.649
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;11.0;446.61300000000006
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;12.0;3.569
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;13.0;11.726
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;14.0;312.527
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;15.0;45.375
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;16.0;19.883
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;17.0;45.885
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;18.0;18.864
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;19.0;23.962
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;20.0;46.905
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;21.0;0.0
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;22.0;22.942
4.0;20000;40000;16;24;0;0;13.218;0.1885;0.9884;0.9191;0.1505;0.2807;0.42;44.024;45.603;56.411;13.149;346.81699999999995;329.014;23.0;22.433000000000003
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;0.0;9.523
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;1.0;17.142
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;2.0;9.714
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;3.0;14.475
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;4.0;8.38
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;5.0;0.0
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;6.0;9.523
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;7.0;0.762
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;8.0;14.666
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;9.0;7.428
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;10.0;10.095
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;11.0;79.805
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;12.0;9.333
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;13.0;9.523
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;14.0;16.761
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;15.0;0.0
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;16.0;21.713
5.0;2670;8900;16;2;8;0;10.273;0.0825;0.7618;?;1.0;?;12.082;44.04600000000001;1.0;1.77;0.6409999999999999;156.006;176.13099999999997;17.0;20.951
